date,hour,lat_bin,lon_bin,avg_speed,trip_count
2025-03-01,2,32,3,8.000737857598729,1
2025-03-01,2,33,19,8.40153232426321,1
2025-03-01,3,5,26,29.51418405448404,1
2025-03-01,3,6,5,24.43843766587857,1
2025-03-01,3,8,6,18.920498182904648,1
2025-03-01,3,8,21,33.08317265932891,1
2025-03-01,3,8,27,51.12605863512029,1
2025-03-01,3,10,34,59.959493974749066,1
2025-03-01,3,13,22,21.36320824395529,1
2025-03-01,3,20,5,20.990891251499388,1
2025-03-01,3,23,29,9.071236513016554,1
2025-03-01,3,24,15,3.44485216472373,1
2025-03-01,3,26,16,55.76713865391535,1
2025-03-01,3,26,25,7.775682516992984,1
2025-03-01,3,30,33,36.85786357081457,1
2025-03-01,3,31,13,23.35212090064762,1
2025-03-01,3,32,13,70.89205735914088,1
2025-03-01,3,32,17,22.17748444559724,1
2025-03-01,3,34,2,17.028963751966888,1
2025-03-01,4,1,12,4.064836962959202,1
2025-03-01,4,2,2,52.5085620168534,1
2025-03-01,4,5,9,12.16926483666484,1
2025-03-01,4,6,17,3.7679273087992273,1
2025-03-01,4,7,25,40.951635800141,2
2025-03-01,4,8,28,42.80920099095953,1
2025-03-01,4,10,2,59.18358446106667,1
2025-03-01,4,12,25,32.18051570725362,1
2025-03-01,4,16,26,32.176219513878515,1
2025-03-01,4,16,30,23.812903975877397,1
2025-03-01,4,19,31,32.753054997067025,1
2025-03-01,4,21,31,14.16187498103623,1
2025-03-01,4,24,19,62.6056870163637,1
2025-03-01,4,25,10,3.121543966851128,1
2025-03-01,4,25,12,32.37483271488301,1
2025-03-01,4,26,26,62.20935861463668,1
2025-03-01,4,27,27,20.69044933707363,1
2025-03-01,4,28,7,4.847925438492472,1
2025-03-01,4,29,3,7.76572225365547,1
2025-03-01,4,31,22,22.96083961413572,1
2025-03-01,4,33,0,13.2737266565557,1
2025-03-01,4,33,1,40.155740566564965,1
2025-03-01,4,33,16,82.2280556407388,1
2025-03-01,4,33,27,23.243609957063697,1
2025-03-01,4,34,0,89.94631094463274,1
2025-03-01,5,1,31,17.572260042601897,1
2025-03-01,5,3,25,5.283816506122965,1
2025-03-01,5,3,32,1.7693443219134402,1
2025-03-01,5,5,0,23.901116976144262,1
2025-03-01,5,5,1,57.373493276620685,1
2025-03-01,5,5,28,40.75392083709836,1
2025-03-01,5,5,34,58.38165130868621,1
2025-03-01,5,6,29,55.17997440338444,1
2025-03-01,5,7,22,36.52380774794248,1
2025-03-01,5,13,25,19.04748993637777,1
2025-03-01,5,17,12,71.88045758506051,1
2025-03-01,5,18,0,88.02562057697787,1
2025-03-01,5,18,21,4.954712970342106,1
2025-03-01,5,20,24,5.231804490671232,1
2025-03-01,5,21,25,235.9510560623617,1
2025-03-01,5,22,24,24.79174361719636,1
2025-03-01,5,25,9,115.51342106181858,1
2025-03-01,5,25,32,39.28012034324115,1
2025-03-01,5,26,11,60.94518595635358,1
2025-03-01,5,27,16,26.742260085185155,1
2025-03-01,5,27,27,7.249025275009475,1
2025-03-01,5,27,34,8.316849221620494,1
2025-03-01,5,31,8,20.726854112869606,1
2025-03-01,5,31,10,18.750871639086437,1
2025-03-01,5,32,23,23.156454323659084,1
2025-03-01,5,33,21,20.38446209828634,1
2025-03-01,6,3,10,18.657684945393605,1
2025-03-01,6,3,17,28.37972270261096,1
2025-03-01,6,4,28,51.53278366242213,1
2025-03-01,6,5,12,29.981314289040714,1
2025-03-01,6,12,20,22.773750795783013,1
2025-03-01,6,13,33,10.468419488028529,1
2025-03-01,6,15,12,3.434805021629222,1
2025-03-01,6,16,2,21.05242947164252,1
2025-03-01,6,16,8,47.43575630193487,1
2025-03-01,6,19,27,2.8840538104167304,1
2025-03-01,6,20,12,5.301402130392428,1
2025-03-01,6,22,15,33.859498418554544,1
2025-03-01,6,24,8,24.66954415230029,1
2025-03-01,6,24,13,160.3058128479861,1
2025-03-01,6,25,6,59.738351056576285,1
2025-03-01,6,25,20,13.19578562762721,1
2025-03-01,6,25,28,171.27179803479808,1
2025-03-01,6,31,31,64.47047615990908,1
2025-03-01,6,34,33,34.883205067114986,1
2025-03-01,7,2,15,11.299385418804311,1
2025-03-01,7,3,12,22.94019672119052,1
2025-03-01,7,5,31,46.61571722889311,1
2025-03-01,7,6,22,52.26241706845455,1
2025-03-01,7,7,6,12.661860525188017,1
2025-03-01,7,7,24,15.1932746083882,1
2025-03-01,7,10,18,47.04589613508824,1
2025-03-01,7,11,22,6.018092007887322,1
2025-03-01,7,12,8,19.74863618398124,1
2025-03-01,7,12,29,31.59078408159221,1
2025-03-01,7,13,9,28.70107308453327,1
2025-03-01,7,16,2,55.24018296896399,1
2025-03-01,7,20,18,64.4879378470997,1
2025-03-01,7,21,2,27.11023711313363,1
2025-03-01,7,21,13,95.50111597902952,1
2025-03-01,7,23,9,33.088797546510115,1
2025-03-01,7,26,5,47.73295790850128,1
2025-03-01,7,26,25,11.505809721623876,1
2025-03-01,7,27,0,74.50453999674676,1
2025-03-01,7,28,18,92.88681578443702,1
2025-03-01,7,30,8,81.0749390372277,1
2025-03-01,7,31,34,33.832168810250614,1
2025-03-01,7,32,18,5.252584071858412,1
2025-03-01,8,1,29,61.16664551609544,1
2025-03-01,8,4,21,70.56583121150268,1
2025-03-01,8,4,25,16.48338690490218,1
2025-03-01,8,6,22,93.49843872938976,1
2025-03-01,8,8,8,88.78843271642687,1
2025-03-01,8,9,29,18.216898044967493,1
2025-03-01,8,10,8,24.60595397239604,1
2025-03-01,8,11,4,31.424677717320417,1
2025-03-01,8,12,23,63.20696562322326,1
2025-03-01,8,14,21,18.21826179129517,1
2025-03-01,8,18,13,29.97758019314692,1
2025-03-01,8,24,0,34.553623886293884,1
2025-03-01,8,25,14,29.047489713889075,1
2025-03-01,8,27,8,56.97325866471124,1
2025-03-01,8,30,20,34.46736231531145,1
2025-03-01,8,30,33,19.12487837188793,1
2025-03-01,8,31,1,18.43206367579575,1
2025-03-01,8,31,30,122.72724785565993,1
2025-03-01,9,0,2,79.68228202151064,1
2025-03-01,9,1,1,20.23542049299805,1
2025-03-01,9,2,32,80.81447478981443,1
2025-03-01,9,3,21,21.07268383185676,1
2025-03-01,9,4,31,64.52122831972206,1
2025-03-01,9,6,9,5.746618330264735,1
2025-03-01,9,8,17,19.72125754825557,1
2025-03-01,9,9,19,13.734138261304704,1
2025-03-01,9,12,4,11.990284635503071,1
2025-03-01,9,12,25,40.38762756580113,1
2025-03-01,9,13,3,17.89872775497274,1
2025-03-01,9,13,34,126.42345490345402,1
2025-03-01,9,14,7,63.28724448090631,1
2025-03-01,9,15,2,23.16188893525429,1
2025-03-01,9,16,22,99.31533971967453,1
2025-03-01,9,16,29,20.849953448706348,1
2025-03-01,9,18,9,30.686887651769105,1
2025-03-01,9,18,21,44.36654221057751,1
2025-03-01,9,19,28,53.41287244146302,1
2025-03-01,9,21,11,9.28254627951534,1
2025-03-01,9,24,28,10.879703072362624,1
2025-03-01,9,26,0,19.649720847488464,1
2025-03-01,9,26,22,30.74440411539511,1
2025-03-01,9,27,19,18.399463213144177,1
2025-03-01,9,32,3,93.3925160606743,1
2025-03-01,9,33,4,46.271433594663485,1
2025-03-01,10,0,8,18.69400427131592,1
2025-03-01,10,4,0,29.429440189963653,1
2025-03-01,10,12,27,5.243040943980157,1
2025-03-01,10,14,21,9.555169130230786,1
2025-03-01,10,15,4,18.06926292809128,1
2025-03-01,10,18,18,180.94594230422683,1
2025-03-01,10,22,17,63.47967181747643,1
2025-03-01,10,25,28,3.989318279829326,1
2025-03-01,10,26,2,34.30736430513888,1
2025-03-01,10,28,32,23.2351886136103,1
2025-03-01,10,30,10,44.150397446758966,1
2025-03-01,10,30,22,12.012363575384292,1
2025-03-01,10,31,8,8.784241961789824,1
2025-03-01,10,31,18,168.0608409280054,1
2025-03-01,10,34,21,34.185759045140735,1
2025-03-01,11,2,32,50.72342793775742,1
2025-03-01,11,3,9,19.25525495173885,1
2025-03-01,11,3,17,29.118871167414653,1
2025-03-01,11,4,19,23.615937667521315,1
2025-03-01,11,7,20,39.33074045898551,1
2025-03-01,11,10,15,15.295077982156664,1
2025-03-01,11,12,8,39.16056737710409,1
2025-03-01,11,12,9,119.09848728993757,1
2025-03-01,11,12,26,76.3033841509558,1
2025-03-01,11,19,26,21.66112410582162,1
2025-03-01,11,20,13,27.617849142953347,1
2025-03-01,11,21,6,59.7400172881857,1
2025-03-01,11,21,14,88.46403677285574,1
2025-03-01,11,21,32,6.976015383671332,1
2025-03-01,11,25,14,19.48679377270519,1
2025-03-01,11,29,3,8.284876683087822,1
2025-03-01,11,29,12,22.59156097545968,1
2025-03-01,11,29,23,5.483018706366791,1
2025-03-01,11,30,2,52.0760214004564,1
2025-03-01,11,30,8,28.68858928337211,1
2025-03-01,11,32,1,20.450369607939788,1
2025-03-01,11,33,21,16.2279562299016,1
2025-03-01,11,34,7,29.87968556593784,1
2025-03-01,12,2,18,38.63147800246601,1
2025-03-01,12,3,30,45.06836150264669,1
2025-03-01,12,6,21,91.71901602625904,1
2025-03-01,12,8,6,22.35457731693801,1
2025-03-01,12,10,22,14.822214526319472,1
2025-03-01,12,12,3,10.916417707207,1
2025-03-01,12,12,13,21.16212205101719,1
2025-03-01,12,16,25,47.27198864328469,1
2025-03-01,12,17,11,28.104849916647044,1
2025-03-01,12,18,3,16.900767968311836,1
2025-03-01,12,19,34,21.87711577232396,1
2025-03-01,12,22,17,50.9321513401386,2
2025-03-01,12,22,32,7.983261090887603,1
2025-03-01,12,23,29,31.61621051105765,1
2025-03-01,12,24,7,27.561185678784444,1
2025-03-01,12,27,15,33.16274899216542,1
2025-03-01,12,28,18,17.4662731939211,1
2025-03-01,12,34,28,9.931556581788309,1
2025-03-01,13,5,0,40.6395114774509,1
2025-03-01,13,5,19,65.18655977517083,1
2025-03-01,13,5,29,32.87936459578535,1
2025-03-01,13,14,0,47.663051342968735,1
2025-03-01,13,14,4,17.45417721475389,2
2025-03-01,13,17,17,12.197431660427688,1
2025-03-01,13,18,9,14.929028904547438,1
2025-03-01,13,18,23,26.77333480930243,1
2025-03-01,13,19,31,64.41061056043473,1
2025-03-01,13,23,22,23.81473482345116,1
2025-03-01,13,24,9,239.3145469845617,1
2025-03-01,13,25,1,9.686680751994162,1
2025-03-01,13,27,12,24.366178574955487,1
2025-03-01,13,30,19,48.75961783128371,2
2025-03-01,13,31,15,84.44712662430531,1
2025-03-01,13,32,7,36.60023118994509,1
2025-03-01,14,0,10,2.5993697049691984,1
2025-03-01,14,0,15,4.239683389786747,1
2025-03-01,14,2,22,35.876458256311764,1
2025-03-01,14,4,17,40.537573147247706,1
2025-03-01,14,5,15,23.064589065843744,1
2025-03-01,14,5,16,4.569061419369186,1
2025-03-01,14,5,21,21.83816170311304,1
2025-03-01,14,7,1,15.2524986986371,1
2025-03-01,14,9,11,63.36742127173646,1
2025-03-01,14,13,23,5.971430550157812,1
2025-03-01,14,14,6,16.539829873823383,1
2025-03-01,14,15,31,13.187132835221297,1
2025-03-01,14,16,16,18.96725312298736,1
2025-03-01,14,17,13,1.3720044021949194,1
2025-03-01,14,23,19,30.04393353142709,1
2025-03-01,14,24,24,42.07354122326816,1
2025-03-01,14,24,29,23.439407178461725,1
2025-03-01,14,30,4,3.513973638069264,1
2025-03-01,14,30,32,29.441406161369404,1
2025-03-01,14,31,20,129.16563830732417,1
2025-03-01,14,34,25,12.873755254067968,1
2025-03-01,15,2,26,6.034160296652531,1
2025-03-01,15,4,17,5.033445479655449,1
2025-03-01,15,10,33,24.871091785179512,1
2025-03-01,15,16,10,16.365806798615424,1
2025-03-01,15,16,23,6.201702269620863,1
2025-03-01,15,17,12,174.29217969517134,1
2025-03-01,15,18,16,39.333807129697206,1
2025-03-01,15,19,28,1.8230316891985785,1
2025-03-01,15,21,30,32.76603123142123,1
2025-03-01,15,24,30,3.5017154726976685,1
2025-03-01,15,28,1,27.535335995022315,1
2025-03-01,15,28,15,69.21265800440436,1
2025-03-01,15,29,2,9.151088495632443,1
2025-03-01,15,30,7,4.447099904823247,1
2025-03-01,15,31,9,18.059109249236204,1
2025-03-01,15,31,25,151.2958682954509,1
2025-03-01,15,32,6,20.71238905709656,1
2025-03-01,15,34,16,36.31037223460034,1
2025-03-01,16,3,20,22.198816581954716,1
2025-03-01,16,5,12,61.61716460970044,1
2025-03-01,16,6,8,36.899557337873766,1
2025-03-01,16,6,33,3.574318589689757,1
2025-03-01,16,7,26,9.934198340005992,1
2025-03-01,16,10,23,110.66252210319166,1
2025-03-01,16,10,24,121.13392187137124,1
2025-03-01,16,10,32,54.66330004003824,1
2025-03-01,16,12,33,33.69438909521601,1
2025-03-01,16,16,34,14.170362226659138,1
2025-03-01,16,17,9,8.708683467296161,1
2025-03-01,16,22,30,20.87149675446701,1
2025-03-01,16,25,29,30.15194110320842,1
2025-03-01,16,29,2,11.290059566158185,1
2025-03-01,16,34,26,44.40324857754965,1
2025-03-01,17,1,20,89.71684992541817,1
2025-03-01,17,3,19,14.975805155859954,1
2025-03-01,17,5,32,3.88865150760524,1
2025-03-01,17,5,33,68.49646725518805,1
2025-03-01,17,7,2,22.626596032207143,1
2025-03-01,17,7,20,35.76549804719413,1
2025-03-01,17,10,19,49.61463017950789,1
2025-03-01,17,10,32,65.00703664678139,1
2025-03-01,17,11,8,20.35600123088282,1
2025-03-01,17,12,24,67.49337037165236,1
2025-03-01,17,16,20,2.7235662551003266,1
2025-03-01,17,18,13,11.780053672958761,2
2025-03-01,17,18,33,18.21638016754497,1
2025-03-01,17,20,3,114.79953422719254,1
2025-03-01,17,22,5,24.977076219956164,1
2025-03-01,17,23,34,50.59134848977458,1
2025-03-01,17,24,23,31.452812096118837,1
2025-03-01,17,27,7,27.98801866805859,1
2025-03-01,17,27,29,44.849250003472136,1
2025-03-01,17,28,27,41.369293690375294,1
2025-03-01,17,29,11,97.23898226360296,1
2025-03-01,17,32,20,15.335185744667266,1
2025-03-01,17,33,14,26.170661503394037,1
2025-03-01,17,33,34,102.05536760834669,1
2025-03-01,17,34,8,22.63359288619288,1
2025-03-01,18,0,17,13.2193982767481,1
2025-03-01,18,1,4,14.275107509598074,1
2025-03-01,18,3,11,59.22630042327821,1
2025-03-01,18,5,23,30.862191386496068,1
2025-03-01,18,8,24,16.30428221386659,1
2025-03-01,18,13,5,3.914892684502748,1
2025-03-01,18,16,6,62.34536209037826,1
2025-03-01,18,19,4,56.02181578493789,1
2025-03-01,18,19,31,33.50706386810438,1
2025-03-01,18,22,1,16.724862169722684,1
2025-03-01,18,24,9,22.069085629195648,1
2025-03-01,18,26,20,182.21383826091215,1
2025-03-01,18,27,25,137.4375868753949,1
2025-03-01,18,28,28,5.905968770043815,1
2025-03-01,18,30,25,33.090375131629564,1
2025-03-01,18,30,26,60.22922445253849,1
2025-03-01,18,31,24,28.646587864558125,1
2025-03-01,18,31,27,27.1581096838359,1
2025-03-01,19,2,11,2.8036681370905425,1
2025-03-01,19,2,21,36.89124969632715,1
2025-03-01,19,3,10,36.996954753709,1
2025-03-01,19,8,23,23.69518090196877,1
2025-03-01,19,8,26,5.488683478218433,1
2025-03-01,19,11,6,41.8933996603924,1
2025-03-01,19,12,31,162.18982877774653,1
2025-03-01,19,14,4,47.4207581168012,1
2025-03-01,19,16,34,5.702634044571824,1
2025-03-01,19,19,33,25.19001063216455,1
2025-03-01,19,20,6,4.177221497229323,1
2025-03-01,19,21,18,25.792203909941385,1
2025-03-01,19,21,24,3.0287932840858107,1
2025-03-01,19,22,23,158.7127028845023,1
2025-03-01,19,26,22,29.79974507107949,1
2025-03-01,19,28,3,9.132481345614304,1
2025-03-01,19,33,19,20.429760751715623,1
2025-03-01,20,0,8,73.11706731650114,1
2025-03-01,20,1,1,6.118141344815885,1
2025-03-01,20,3,27,69.42740948622311,1
2025-03-01,20,4,3,2.5851583489824423,1
2025-03-01,20,4,28,48.85500016805998,1
2025-03-01,20,10,15,27.14585041985233,1
2025-03-01,20,12,2,103.8695307173214,1
2025-03-01,20,13,21,7.469985431011491,1
2025-03-01,20,14,28,21.204772264315533,1
2025-03-01,20,16,1,36.92406748763836,1
2025-03-01,20,18,29,65.40504531965902,1
2025-03-01,20,19,23,79.05214088282345,1
2025-03-01,20,20,3,92.33862313298556,1
2025-03-01,20,21,2,25.55694159724107,1
2025-03-01,20,23,2,40.73549853229087,1
2025-03-01,20,23,21,14.997432154648063,1
2025-03-01,20,24,0,72.00178591512878,1
2025-03-01,20,24,3,23.875593322250808,1
2025-03-01,20,24,24,27.2026601594885,1
2025-03-01,20,25,3,13.010421452379363,1
2025-03-01,20,27,1,21.37020814341949,1
2025-03-01,20,27,6,27.784628886420208,1
2025-03-01,20,27,23,82.40488376976381,1
2025-03-01,20,33,0,14.808786226821647,1
2025-03-01,20,34,15,13.72605171900583,1
2025-03-01,20,34,34,38.82008289645974,1
2025-03-01,21,0,8,24.052678241988627,1
2025-03-01,21,1,2,8.518454760134025,1
2025-03-01,21,2,9,148.1492921212659,1
2025-03-01,21,2,19,9.637505374014845,1
2025-03-01,21,3,14,59.53410299706053,1
2025-03-01,21,5,6,5.734809826526736,1
2025-03-01,21,9,34,67.79203177432873,1
2025-03-01,21,11,21,82.83162811487557,1
2025-03-01,21,16,3,13.990043093232876,1
2025-03-01,21,17,26,5.441085269555212,1
2025-03-01,21,17,29,1.653551769848105,1
2025-03-01,21,17,30,48.915032804023774,1
2025-03-01,21,19,18,77.56567394264243,1
2025-03-01,21,24,13,54.32870406570186,1
2025-03-01,21,25,0,13.207890575278414,1
2025-03-01,21,26,2,58.21952610948573,1
2025-03-01,21,26,17,69.77052000099789,1
2025-03-01,21,28,22,35.99727751017636,1
2025-03-01,21,29,21,52.22728000915114,1
2025-03-01,21,29,34,21.91868189755826,1
2025-03-01,21,30,5,15.52060671211894,1
2025-03-01,21,30,16,57.5122269589636,1
2025-03-01,21,31,24,4.849983496117566,1
2025-03-01,21,32,9,12.894249103316332,1
2025-03-01,21,33,32,80.45947371011555,1
2025-03-01,21,34,23,18.247146655821048,1
2025-03-01,22,4,10,13.18198485655049,1
2025-03-01,22,4,14,144.3364168778957,1
2025-03-01,22,9,29,15.952602651829755,1
2025-03-01,22,10,3,33.92931575302196,1
2025-03-01,22,11,23,6.643761716289171,1
2025-03-01,22,12,22,39.68240676710066,1
2025-03-01,22,13,31,28.331426994022213,1
2025-03-01,22,14,23,2.758213623491391,1
2025-03-01,22,16,7,13.071721992349255,1
2025-03-01,22,16,15,112.68155571534326,1
2025-03-01,22,16,23,19.20479594393287,1
2025-03-01,22,18,3,27.37341821807261,1
2025-03-01,22,18,32,44.37438607757489,1
2025-03-01,22,20,1,31.910486901455776,1
2025-03-01,22,20,34,82.58811299935027,1
2025-03-01,22,24,1,13.638546325809296,1
2025-03-01,22,24,23,45.31478335146839,1
2025-03-01,22,25,1,14.537504980827814,1
2025-03-01,22,27,6,29.076857294581384,1
2025-03-01,22,27,27,3.909748149941725,1
2025-03-01,22,29,10,32.410173174711346,1
2025-03-01,22,29,16,29.55443703067304,1
2025-03-01,22,30,0,28.349822203415847,1
2025-03-01,22,31,2,15.31952424080876,1
2025-03-01,23,7,16,40.64387157217724,1
2025-03-01,23,8,7,32.52950707656996,1
2025-03-01,23,9,4,32.904294193232936,1
2025-03-01,23,9,30,24.44482186221322,1
2025-03-01,23,10,30,6.456113740641178,1
2025-03-01,23,10,32,21.981622635954224,1
2025-03-01,23,11,2,17.786531804451485,1
2025-03-01,23,14,22,88.57424628022413,1
2025-03-01,23,18,7,56.16137215040416,1
2025-03-01,23,18,18,112.80563252249934,1
2025-03-01,23,23,5,10.01894453719417,1
2025-03-01,23,23,21,2.5583719711086923,1
2025-03-01,23,25,0,19.08376989250015,1
2025-03-01,23,25,20,48.06508644894154,1
2025-03-01,23,26,29,39.81734566191511,1
2025-03-01,23,27,9,86.92809107704933,1
2025-03-01,23,27,14,24.40761723966188,1
2025-03-01,23,28,32,32.69430611567789,1
2025-03-01,23,29,32,19.906939165646143,1
2025-03-01,23,30,17,6.755146586398444,1
2025-03-02,0,0,20,12.86503062546364,1
2025-03-02,0,2,13,22.6819785100115,1
2025-03-02,0,4,17,78.0362654109123,1
2025-03-02,0,7,4,20.19022282529122,1
2025-03-02,0,7,12,80.36691992189881,1
2025-03-02,0,7,25,22.11127419718889,1
2025-03-02,0,8,7,32.406079011215525,1
2025-03-02,0,12,32,2.1421679909846643,1
2025-03-02,0,13,34,24.05805734007305,1
2025-03-02,0,16,23,46.66443432547409,1
2025-03-02,0,17,26,7.205445054664599,1
2025-03-02,0,23,26,5.752418724388811,1
2025-03-02,0,24,22,24.602057966500933,1
2025-03-02,0,27,25,35.90254517536102,1
2025-03-02,0,30,2,11.168851399087428,1
2025-03-02,0,31,4,35.07139338842191,1
2025-03-02,0,33,22,24.43571319398156,1
2025-03-02,1,0,6,19.11547433595908,1
2025-03-02,1,1,32,25.97190126375905,1
2025-03-02,1,2,17,6.123281144200996,1
2025-03-02,1,3,28,26.257875205559888,1
2025-03-02,1,4,6,252.65186041328505,1
2025-03-02,1,4,10,41.20195283030312,1
2025-03-02,1,5,2,38.67735976002888,1
2025-03-02,1,5,6,2.5877491987284422,1
2025-03-02,1,7,22,20.25240441882401,1
2025-03-02,1,10,12,87.42135436331753,1
2025-03-02,1,10,22,21.880465821304448,1
2025-03-02,1,10,25,8.614083676447281,1
2025-03-02,1,11,31,30.39717724453993,1
2025-03-02,1,12,25,105.43196004106696,1
2025-03-02,1,14,1,34.60330646948729,1
2025-03-02,1,15,21,29.602972520621535,1
2025-03-02,1,19,9,15.22797784696128,1
2025-03-02,1,19,13,16.35887454210695,1
2025-03-02,1,19,30,22.798173426058334,1
2025-03-02,1,20,34,83.1375479964909,1
2025-03-02,1,21,15,28.58084995479029,1
2025-03-02,1,23,22,36.3487796479796,1
2025-03-02,1,27,27,29.534935378675527,1
2025-03-02,1,30,20,50.59244056613146,1
2025-03-02,1,33,8,12.297986577570342,1
2025-03-02,2,3,20,15.045065263999174,1
2025-03-02,2,6,6,26.048491807741197,1
2025-03-02,2,6,21,26.56009343307948,1
2025-03-02,2,10,34,72.71789012492432,1
2025-03-02,2,11,25,27.10466723179602,1
2025-03-02,2,13,30,17.8590941201294,1
2025-03-02,2,18,8,49.531708610959626,1
2025-03-02,2,18,22,44.59869895997773,1
2025-03-02,2,21,9,21.239716145870776,1
2025-03-02,2,25,3,19.15349316976509,1
2025-03-02,2,26,11,23.601448951397,1
2025-03-02,2,27,14,77.00897605333448,1
2025-03-02,2,29,29,4.032226544876012,1
2025-03-02,2,31,28,89.12032254491554,1
2025-03-02,3,1,18,56.82151770009504,1
2025-03-02,3,4,7,8.003479298151273,1
2025-03-02,3,7,1,33.583188930933595,1
2025-03-02,3,7,24,22.35116348554708,1
2025-03-02,3,8,6,4.682260884718535,1
2025-03-02,3,8,34,10.379165638342757,1
2025-03-02,3,10,28,20.98286905117451,1
2025-03-02,3,14,11,24.12219234963148,1
2025-03-02,3,15,16,135.55261157970574,1
2025-03-02,3,18,1,34.66863815478995,1
2025-03-02,3,22,9,52.81065471274126,1
2025-03-02,3,24,21,13.046796204538971,1
2025-03-02,3,27,9,43.19322526054098,1
2025-03-02,3,31,3,12.253311679660632,1
2025-03-02,4,1,0,30.399142048504167,1
2025-03-02,4,1,11,10.36818661517492,1
2025-03-02,4,3,15,42.05054589312268,1
2025-03-02,4,3,29,20.722057115856423,1
2025-03-02,4,4,22,10.111410608208596,1
2025-03-02,4,7,8,15.866180348999173,1
2025-03-02,4,7,15,26.17342819588551,1
2025-03-02,4,11,8,12.84033477448089,1
2025-03-02,4,12,1,43.39477512266506,1
2025-03-02,4,13,26,8.787760694657889,1
2025-03-02,4,14,5,24.808878547879992,1
2025-03-02,4,14,13,12.488614220098198,1
2025-03-02,4,15,14,193.7845997304627,1
2025-03-02,4,15,30,11.732527781400409,1
2025-03-02,4,19,5,2.9116012100186164,1
2025-03-02,4,19,15,23.67713497852442,1
2025-03-02,4,21,6,12.015831618143284,1
2025-03-02,4,22,2,29.906395549682617,1
2025-03-02,4,22,30,55.36980187017258,1
2025-03-02,4,27,9,49.146678512250986,1
2025-03-02,4,31,14,57.74394553729505,1
2025-03-02,4,33,16,136.62772381363428,1
2025-03-02,4,34,28,28.09864768063685,1
2025-03-02,5,0,14,9.534552806360232,1
2025-03-02,5,1,31,146.0732282779733,1
2025-03-02,5,2,25,20.8376954852362,1
2025-03-02,5,3,25,17.136257050653548,1
2025-03-02,5,4,6,53.25203759475409,1
2025-03-02,5,4,19,66.70209889404997,1
2025-03-02,5,5,1,43.24987464518833,1
2025-03-02,5,7,3,22.89318475779301,1
2025-03-02,5,8,20,45.0660028564419,1
2025-03-02,5,8,22,10.90170444890859,1
2025-03-02,5,9,22,9.774274769876056,1
2025-03-02,5,11,18,6.523607438660133,1
2025-03-02,5,12,10,9.620644744072496,1
2025-03-02,5,15,1,9.740354076876253,1
2025-03-02,5,16,28,54.21081690253424,1
2025-03-02,5,18,31,34.669716269120194,1
2025-03-02,5,20,34,19.982485025344136,1
