date,avg_speed,total_trips,avg_distance,is_weekend
2025-04-25,37.562568926029314,494,7.474357281153135,0
2025-04-26,36.68417935587005,494,7.867716854141043,1
2025-04-27,37.10108647678015,497,7.592815774685971,1
2025-04-28,40.115487795339014,495,7.630456860315412,0
2025-04-29,40.147147136218926,493,7.826383706616818,0
2025-04-30,39.00263388152293,495,7.9746260430828135,0
2025-05-01,40.260158364070996,496,7.86857548598622,0
2025-05-02,36.222298558632325,493,7.653416992578655,0
2025-05-03,38.096525796638744,495,8.044949294943713,1
2025-05-04,37.17699884539892,496,7.776295313846655,1
2025-05-05,35.77773739234286,495,7.513401343770498,0
2025-05-06,37.79374562074818,496,7.809151252762054,0
2025-05-07,37.60724534540096,492,7.676285640609167,0
2025-05-08,36.997878606201915,497,7.504231688684568,0
2025-05-09,39.284196972275424,492,7.733656909410494,0
2025-05-10,39.413874793223954,493,8.015730535050963,1
2025-05-11,37.101150499770085,498,7.696263782635937,1
2025-05-12,39.35266135511845,491,7.83686492302235,0
2025-05-13,36.535623239085275,497,7.476576039683129,0
2025-05-14,38.825188458442824,494,7.702408978913855,0
2025-05-15,40.75495900850921,492,7.968357346747536,0
2025-05-16,37.11289338524535,492,7.479409407839291,0
2025-05-17,39.864061559470805,495,7.910515643255004,1
2025-05-18,38.653611763848964,492,7.539198769854912,1
2025-05-19,36.39161755897347,498,7.4015802874020515,0
2025-05-20,36.377058464596495,493,7.794695195970029,0
2025-05-21,37.61884379610395,495,7.542174009934558,0
2025-05-22,38.156053093541516,498,7.6531471999596095,0
2025-05-23,36.52019549881213,497,7.682510600303533,0
2025-05-24,37.16877428919069,493,7.676589042061397,1
2025-05-25,41.51623858457835,495,8.02337751353078,1
2025-05-26,37.3680106109191,498,7.835082953784872,0
2025-05-27,39.217050777618674,498,7.944812988284345,0
2025-05-28,39.08447291317324,492,7.934013127013674,0
2025-05-29,38.407608055151165,492,7.759981416906719,0
2025-05-30,36.80969034780373,496,7.593889760126134,0
2025-05-31,35.88194272441869,496,7.671109311728986,1
2025-06-01,37.776176880225925,500,7.833822840896269,1
2025-06-02,38.00161449795902,491,7.472490438562873,0
2025-06-03,36.39873359268256,495,7.295953998515137,0
2025-06-04,39.555407009674376,497,7.8816757816444,0
2025-06-05,40.869027991145494,495,7.829454902470208,0
2025-06-06,38.73395555048282,498,7.747342142994863,0
2025-06-07,35.97603490445294,495,7.739414634447747,1
2025-06-08,38.04233253259843,493,7.758185860251923,1
2025-06-09,38.49499477760804,494,7.8464644968554165,0
2025-06-10,37.95599118546386,495,7.8092517834946324,0
2025-06-11,41.668684169428666,495,7.965261605990467,0
2025-06-12,35.09591256593669,494,7.264240842431076,0
2025-06-13,37.940190836522596,494,7.935157903843021,0
2025-06-14,39.15590065093059,495,7.758369077012527,1
2025-06-15,39.65623540419141,489,7.918309275018737,1
2025-06-16,38.2340072216791,497,7.417689790121614,0
2025-06-17,33.65479344699047,495,7.267778775832347,0
2025-06-18,38.299540696500266,496,7.666874462521487,0
2025-06-19,38.27986755423085,494,7.747553660244224,0
2025-06-20,39.0619567375755,497,8.112032222962,0
2025-06-21,39.61351699503557,496,7.848210624530866,1
2025-06-22,36.62027734664095,496,7.597950550238664,1
2025-06-23,37.6873285976628,491,7.7302768251653635,0
2025-06-24,40.98912069399637,499,8.01600393942268,0
2025-06-25,34.60545597058207,495,7.5897521657475995,0
2025-06-26,34.80706823006107,496,7.250306202623784,0
2025-06-27,37.80813053911024,495,7.715214294825558,0
2025-06-28,36.50680907676298,495,7.496369906330231,1
2025-06-29,37.542910208653396,494,7.692480659425107,1
2025-06-30,36.16138545761632,496,7.698433883402162,0
2025-07-01,37.72780024054778,491,7.409043595381846,0
2025-07-02,36.43120439789636,492,7.602275733364015,0
2025-07-03,41.635162274605214,495,8.050325315768072,0
2025-07-04,37.997559313624066,495,7.60999529374302,0
2025-07-05,35.21230656448635,494,7.691827150240255,1
2025-07-06,39.284118331815506,491,7.701330184159748,1
2025-07-07,39.398293153524364,493,7.871581877988311,0
2025-07-08,37.53778453632109,495,7.823070564330206,0
2025-07-09,38.398372490082515,495,7.467526518659627,0
2025-07-10,38.3621458051416,500,7.688066460438038,0
2025-07-11,37.86918265066472,495,7.746340536018239,0
2025-07-12,38.30609192644932,494,7.692886907664795,1
2025-07-13,41.483494445286894,497,7.573285828085494,1
2025-07-14,37.93349711261918,495,7.901695989746859,0
2025-07-15,35.81783719572031,496,7.576220706493807,0
2025-07-16,35.99119107041941,495,7.343237674016977,0
2025-07-17,39.05344303968936,493,7.9198837980139505,0
2025-07-18,38.81361424954475,493,7.684909028647158,0
2025-07-19,35.83591921719582,497,7.747891923175728,1
2025-07-20,39.73953074055253,496,7.667216557771357,1
2025-07-21,36.171829770107145,498,7.40102120855046,0
2025-07-22,36.54157355933282,496,7.728582436500565,0
2025-07-23,34.06679559358899,495,7.554078486936175,0
2025-07-24,40.61756754424505,497,7.833966474428075,0
2025-07-25,35.83158789794142,497,7.3930336935623835,0
2025-07-26,38.42110897490215,494,7.8957548796924355,1
2025-07-27,38.175896212089924,497,7.587709914713246,1
2025-07-28,38.822507142120536,495,8.102029006241215,0
2025-07-29,36.136099287681155,497,7.696688348604302,0
2025-07-30,36.94416664133241,496,7.895699301502445,0
2025-07-31,37.85137369368924,499,7.653600017811329,0
2025-08-01,37.233649907018744,495,7.640957021374827,0
2025-08-02,38.4502268978378,498,7.7277536657830685,1
2025-08-03,36.53844984701518,496,7.5832732723218825,1
2025-08-04,38.097186270973346,496,7.483713096405415,0
2025-08-05,37.90707905893211,496,7.794839636289873,0
2025-08-06,40.36639020227148,495,7.610292718248586,0
2025-08-07,37.759604441063786,496,7.519748471581302,0
2025-08-08,37.22769106716561,494,7.604808758114401,0
2025-08-09,37.88513981760801,492,7.529926350739465,1
2025-08-10,37.59640911135981,498,7.569384645321645,1
2025-08-11,39.85230945610234,490,7.650616983166007,0
2025-08-12,35.9882446929354,494,7.852790678401959,0
2025-08-13,37.00253453275109,493,7.602976836758093,0
2025-08-14,35.22250787761163,497,7.339937664293885,0
2025-08-15,37.46736644970178,496,7.315070978652418,0
2025-08-16,38.662767833196526,491,7.943906473676681,1
2025-08-17,36.820962799271484,496,7.523367011847486,1
2025-08-18,38.638185912203454,493,7.799775641628599,0
2025-08-19,37.47683250165291,495,7.578640677243593,0
2025-08-20,35.882075735607216,493,7.438456234672181,0
2025-08-21,39.63367702754466,497,7.687356200610213,0
2025-08-22,36.863217590526304,493,7.512866034771046,0
2025-08-23,37.19029278645836,498,7.779722915899514,1
2025-08-24,36.457907518197594,498,7.77761363877213,1
2025-08-25,37.504491047953394,498,7.272360240848409,0
2025-08-26,37.54400513462502,495,7.550686148849956,0
2025-08-27,36.42201324004357,492,7.46286497404542,0
2025-08-28,39.21410956157418,495,8.099335259967757,0
2025-08-29,36.633619732729855,495,7.711085327368403,0
2025-08-30,35.85628618628965,492,7.427513694702433,1
2025-08-31,37.96861051488507,497,7.70803415069059,1
2025-09-01,35.582822081423856,495,7.745945449805418,0
2025-09-02,37.80678521107415,498,7.870377997199691,0
2025-09-03,35.19935407452636,494,7.53853613239396,0
2025-09-04,40.10271187752591,492,7.847060839251982,0
2025-09-05,40.92253594592142,491,7.702120439710644,0
2025-09-06,36.38487183128901,498,7.528201955257482,1
2025-09-07,38.17383206049786,500,7.813947620455803,1
2025-09-08,37.52136462519475,495,7.370247490020816,0
2025-09-09,36.90620494380311,496,7.519495145549848,0
2025-09-10,38.0218526571,497,7.742060781288223,0
2025-09-11,37.85973075273494,495,7.6819611784911155,0
2025-09-12,34.28797330138095,489,7.43316057004137,0
2025-09-13,36.285416528817784,492,7.706639550467842,1
2025-09-14,37.28141325053661,496,7.91781195092563,1
2025-09-15,37.48296511741131,497,7.87768155507818,0
2025-09-16,42.331757113132205,498,8.01416654824372,0
2025-09-17,40.96494402769866,496,7.705849077695685,0
2025-09-18,36.01233464943522,495,7.748158533272526,0
2025-09-19,37.23263952449069,495,7.5146054818189185,0
2025-09-20,37.96019990036561,491,7.8023954710533046,1
2025-09-21,39.078900931113076,493,7.775628941136078,1
2025-09-22,39.440272812530885,495,8.339528106375598,0
2025-09-23,41.41928495178802,497,7.908399067817289,0
2025-09-24,38.66686010666487,494,7.4811035302162345,0
2025-09-25,39.15807240047673,495,7.868459106246722,0
2025-09-26,36.18740898173725,498,7.633659228158898,0
2025-09-27,37.64425634304669,495,7.637051322020723,1
2025-09-28,37.09039471445818,493,7.671830658425172,1
2025-09-29,36.644556160196295,496,7.478484634237222,0
2025-09-30,38.39482048889957,498,7.93105704779532,0
2025-10-01,35.918886921936796,495,7.7619062367580804,0
2025-10-02,39.96471428883182,495,7.553144944167475,0
2025-10-03,36.82654809082993,497,7.6760126350739135,0
2025-10-04,38.23540350055617,494,7.725034010034185,1
2025-10-05,39.235080336904744,495,7.894053498549534,1
2025-10-06,40.1397986462712,496,7.721708225668126,0
2025-10-07,40.80743968054338,496,7.902474160610366,0
2025-10-08,37.78862991192134,492,7.907923537049888,0
2025-10-09,36.24148787935154,498,7.284512955224348,0
2025-10-10,40.33506034092375,494,7.741228964755604,0
2025-10-11,36.48091101653661,496,7.5469754940997005,1
2025-10-12,39.083153981372234,500,7.560336769474484,1
2025-10-13,36.04219472286625,498,7.6826358080001995,0
2025-10-14,39.63141997253659,498,7.518339682330881,0
2025-10-15,37.65277325844023,498,7.866115955020199,0
2025-10-16,40.059983774011414,498,7.931183156395168,0
2025-10-17,37.65251331648538,496,7.9452840202468415,0
2025-10-18,38.868274537384075,491,7.558993896673589,1
2025-10-19,37.92647058353195,493,7.453603179120618,1
2025-10-20,34.88690582220601,497,7.590028598498376,0
2025-10-21,38.6162495133123,494,7.638298505617646,0
2025-10-22,37.85708422500952,490,7.839983910296816,0
2025-10-23,36.23754275724925,493,7.286676940520188,0
2025-10-24,35.445068967225176,496,7.5434028674823175,0
2025-10-25,39.29583316963102,494,7.931618845023304,1
2025-10-26,37.991384335361076,496,7.834790840324535,1
2025-10-27,38.0406819263904,497,7.691593958471215,0
2025-10-28,38.109018193610375,497,7.637938114469203,0
2025-10-29,38.925732699408826,496,7.607105270694232,0
2025-10-30,36.366981635693975,494,7.351063655127582,0
2025-10-31,33.42256019841831,494,7.303940815407065,0
2025-11-01,36.934027523791535,494,7.759516957133452,1
2025-11-02,38.4343988233799,497,7.913227751176849,1
2025-11-03,36.94626542052979,492,7.525077713134766,0
2025-11-04,39.376753366149295,495,7.777665210180456,0
2025-11-05,36.563075222460945,493,7.574564319445982,0
2025-11-06,40.18701221430332,493,7.818167906854679,0
2025-11-07,40.257959696966736,493,7.950476360310827,0
2025-11-08,36.75292113027147,499,7.510450595645432,1
2025-11-09,39.6600500320341,496,7.712272581544226,1
2025-11-10,37.444866498774175,494,7.65585467882593,0
2025-11-11,36.836459672125024,493,7.496107430692253,0
2025-11-12,37.382373102893894,495,7.713128334089156,0
2025-11-13,39.064824140806145,488,7.704147249579346,0
2025-11-14,39.22913443259941,493,7.887791684580474,0
2025-11-15,37.22705480745357,493,7.397476569466433,1
2025-11-16,35.70102633399292,495,7.284003294317743,1
2025-11-17,38.95981143141062,496,7.994912168938719,0
2025-11-18,40.08572507360827,496,7.812018488508157,0
2025-11-19,39.026808593006606,494,7.8460210774140995,0
2025-11-20,36.05693147605063,496,7.4929344783832486,0
2025-11-21,38.09459413269795,498,7.706952354838527,0
2025-11-22,39.81087973251151,499,7.907012959112139,1
2025-11-23,38.43236908347665,498,7.756310658474428,1
2025-11-24,37.07970290167114,495,7.455123201361414,0
2025-11-25,36.10674325356959,495,7.512795551154001,0
2025-11-26,38.02401835767658,498,7.726646250873862,0
2025-11-27,37.84262671880626,495,7.788917778860989,0
2025-11-28,38.52971300024103,494,7.588679229859667,0
2025-11-29,37.93899366620658,497,7.5602751927832,1
2025-11-30,37.58149839293205,496,7.650193117898419,1
